close_roc,cumulative_roc
1.0,1.0
1.0,1.0
1.00990099009901,1.00990099009901
1.0,1.00990099009901
1.01307189542484,1.02310231023102
0.990322580645161,1.01320132013201
0.996742671009772,1.00990099009901
1.0,1.00990099009901
1.0,1.00990099009901
1.00326797385621,1.01320132013201
1.0,1.01320132013201
1.00325732899023,1.01650165016502
1.0,1.01650165016502
0.987012987012987,1.003300330033
1.00328947368421,1.00660066006601
0.99344262295082,1.0
0.957095709570957,0.957095709570957
1.01034482758621,0.966996699669967
1.0,0.966996699669967
1.02389078498294,0.99009900990099
1.01666666666667,1.00660066006601
1.01639344262295,1.02310231023102
1.00645161290323,1.02970297029703
0.993589743589744,1.02310231023102
0.993548387096774,1.01650165016502
0.99025974025974,1.00660066006601
1.00327868852459,1.00990099009901
1.00326797385621,1.01320132013201
1.01954397394137,1.03300330033003
1.01597444089457,1.04950495049505
1.0062893081761,1.05610561056106
0.984375,1.03960396039604
0.987301587301587,1.02640264026403
1.0032154340836,1.02970297029703
1.00961538461538,1.03960396039604
1.00634920634921,1.04620462046205
1.00946372239748,1.05610561056106
0.990625,1.04620462046205
1.02208201892744,1.06930693069307
1.00617283950617,1.07590759075908
1.00306748466258,1.07920792079208
0.99388379204893,1.07260726072607
0.969230769230769,1.03960396039604
1.00634920634921,1.04620462046205
0.990536277602524,1.03630363036304
0.993630573248408,1.02970297029703
0.996794871794872,1.02640264026403
0.983922829581994,1.00990099009901
1.0,1.00990099009901
0.993464052287582,1.003300330033
0.990131578947368,0.993399339933993
1.0,0.993399339933993
1.00664451827243,1.0
1.01980198019802,1.01980198019802
1.00323624595469,1.02310231023102
1.00645161290323,1.02970297029703
0.971153846153846,1.0
0.983498349834984,0.983498349834984
1.04026845637584,1.02310231023102
0.970967741935484,0.993399339933993
0.996677740863787,0.99009900990099
1.0,0.99009900990099
1.01666666666667,1.00660066006601
1.00655737704918,1.01320132013201
0.993485342019544,1.00660066006601
1.0,1.00660066006601
0.980327868852459,0.986798679867987
1.00334448160535,0.99009900990099
1.0,0.99009900990099
1.00666666666667,0.996699669966997
0.986754966887417,0.983498349834984
0.969798657718121,0.953795379537954
0.955017301038062,0.910891089108911
1.01449275362319,0.924092409240924
0.996428571428571,0.920792079207921
0.989247311827957,0.910891089108911
1.05072463768116,0.957095709570957
1.0,0.957095709570957
0.944827586206897,0.904290429042904
1.0036496350365,0.907590759075908
0.981818181818182,0.891089108910891
0.992592592592593,0.884488448844885
1.02611940298507,0.907590759075908
0.989090909090909,0.897689768976898
1.05882352941176,0.95049504950495
0.996527777777778,0.947194719471947
0.97212543554007,0.920792079207921
1.01792114695341,0.937293729372937
1.0,0.937293729372937
0.975352112676056,0.914191419141914
1.01083032490975,0.924092409240924
0.996428571428571,0.920792079207921
1.02867383512545,0.947194719471947
1.01045296167247,0.957095709570957
0.986206896551724,0.943894389438944
1.0,0.943894389438944
0.986013986013986,0.930693069306931
0.982269503546099,0.914191419141914
0.992779783393502,0.907590759075908
0.996363636363636,0.904290429042904
0.985401459854015,0.891089108910891
0.985185185185185,0.877887788778878
0.984962406015038,0.864686468646865
0.980916030534351,0.848184818481848
1.01945525291829,0.864686468646865
0.984732824427481,0.851485148514851
0.996124031007752,0.848184818481848
0.992217898832685,0.841584158415842
0.980392156862745,0.825082508250825
0.984,0.811881188118812
1.0,0.811881188118812
1.02439024390244,0.831683168316832
1.02380952380952,0.851485148514851
